2018,1,Tyler,Cole,Win,224.99 - 141.54
2018,2,Tyler,Andy,Win,194.10 - 171.26
2018,3,Tyler,AJ,Loss,178.77 - 208.26
2018,4,Tyler,Everett,Win,213.61 - 173.58
2018,5,Tyler,Ben,Win,220.88 - 135.93
2018,6,Tyler,Justin,Loss,200.27 - 215.18
2018,7,Tyler,Cameron,Win,191.28 - 173.34
2018,8,Tyler,Matt,Loss,186.59 - 193.30
2018,9,Tyler,Gavin,Win,246.40 - 206.75
2018,10,Tyler,Cole,Win,227.18 - 175.64
2018,11,Tyler,Andy,Win,198.51 - 145.23
2018,12,Tyler,AJ,Win,217.25 - 139.69
2018,13,Tyler,Everett,Loss,194.23 - 230.60
2018,1,Cole,Tyler,Loss,141.54 - 224.99
2018,2,Cole,Gavin,Loss,153.84 - 168.62
2018,3,Cole,Andy,Loss,151.16 - 155.42
2018,4,Cole,AJ,Loss,168.80 - 202.16
2018,5,Cole,Everett,Win,198.44 - 171.94
2018,6,Cole,Ben,Win,182.06 - 141.56
2018,7,Cole,Justin,Loss,139.42 - 195.68
2018,8,Cole,Cameron,Loss,155.79 - 211.15
2018,9,Cole,Matt,Loss,129.90 - 175.38
2018,10,Cole,Tyler,Loss,175.64 - 227.18
2018,11,Cole,Gavin,Win,205.98 - 205.74
2018,12,Cole,Andy,Win,191.08 - 142.96
2018,13,Cole,AJ,Loss,177.98 - 188.80
2018,1,Andy,Matt,Loss,147.57 - 181.21
2018,2,Andy,Tyler,Loss,171.26 - 194.10
2018,3,Andy,Cole,Win,155.42 - 151.16
2018,4,Andy,Gavin,Loss,119.26 - 245.14
2018,5,Andy,AJ,Win,164.72 - 113.76
2018,6,Andy,Everett,Loss,170.45 - 191.20
2018,7,Andy,Ben,Win,126.34 - 112.17
2018,8,Andy,Justin,Loss,152.57 - 173.51
2018,9,Andy,Cameron,Loss,117.64 - 156.68
2018,10,Andy,Matt,Loss,169.83 - 192.12
2018,11,Andy,Tyler,Loss,145.23 - 198.51
2018,12,Andy,Cole,Loss,142.96 - 191.08
2018,13,Andy,Gavin,Loss,169.39 - 170.99
2018,1,AJ,Cameron,Loss,139.11 - 219.63
2018,2,AJ,Matt,Win,194.22 - 146.50
2018,3,AJ,Tyler,Win,208.26 - 178.77
2018,4,AJ,Cole,Win,202.16 - 168.80
2018,5,AJ,Andy,Loss,113.76 - 164.72
2018,6,AJ,Gavin,Win,163.34 - 148.08
2018,7,AJ,Everett,Loss,178.45 - 204.02
