Manager,Week,Pos,,% Start,Pass Yds,Pass TD,Int,Att*,Rush Yds,Rush TD,Tgt*,Rec,Rec Yds,Rec TD,Ret Yds,Ret TD,2PT,Fum Lost
,,Pos,Kickers,Field Goals Made,,,,,Field Goals Missed,,,PAT,,,,,,
,,Pos,Kickers,0-19,20-29,30-39,40-49,50+,0-19,20-29,30-39,Made,,,,,,
,,Pos,Defense/Special Teams,,Tackles,,Turnovers,,TD,Miscellaneous,,,,,,,,
,,Pos,Defense/Special Teams,Pts vs.,Sack,Safe,Int,Fum Rec,TD,Blk Kick,4 Dwn Stops,Yds Allow*,3 And Outs,,,,,
,,Pos,Defensive Players,Return,,Tackles,,,,,Misc,,Turnovers,,,,TD,
,,Pos,Defensive Players,Yds,TD,Tack Solo,Tack Ast,TFL,Sack,Safe,Pass Def,Blk Kick,Int,Fum Force,Fum Rec,Ret Yds,TD,
Ben,7,D,Demario Davis NO - LB,0,0,4,0,0,0,0,0,0,0,0,0,0,0,
Ben,7,D,Whitney Mercilus Hou - LB,0,0,1,3,0,0.5,0,0,0,0,0,1,2,0,
Ben,7,D,Thomas Davis Sr. LAC - LB,0,0,4,2,1,0,0,0,0,0,0,0,0,0,
Ben,7,DB,Malcolm Jenkins Phi - S,0,0,4,1,0,0,0,0,0,0,0,0,0,0,
Ben,7,DB,Anthony Harris Min - S,0,0,5,2,0,0,0,1,0,0,0,0,0,0,
Ben,6,QB,Tom Brady NE - QB,75%,334,0,1,7,6,2,0,0,0,0,0,0,0,1
Ben,6,QB,Josh Rosen Mia - QB,1%,85,0,2,0,0,0,0,0,0,0,0,0,0,0
Ben,6,WR,Michael Thomas NO - WR,99%,0,0,0,0,0,0,12,8,89,0,0,0,0,0
Ben,6,WR,Keenan Allen LAC - WR,97%,0,0,0,0,0,0,6,2,33,0,0,0,0,0
Ben,6,WR,DK Metcalf Sea - WR,22%,0,0,0,1,4,0,5,4,69,0,0,0,0,0
Ben,6,RB,Derrick Henry Ten - RB,91%,0,0,0,15,28,0,3,1,5,0,0,0,0,0
Ben,6,RB,Phillip Lindsay Den - RB,74%,0,0,0,15,70,1,3,2,5,0,0,0,0,0
Ben,6,TE,Jimmy Graham GB - TE,48%,0,0,0,0,0,0,5,2,17,0,0,0,0,0
Ben,6,W/R/T,Odell Beckham Jr. Cle - WR,93%,0,0,0,0,0,0,11,6,101,0,0,0,0,0
Ben,6,BN,David Johnson Ari - RB,93%,0,0,0,12,34,1,8,6,68,1,0,0,0,0
Ben,6,BN,Evan Engram NYG - TE,25%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,6,BN,Derek Carr Oak - QB,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,6,BN,Rashaad Penny Sea - RB,4%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,6,BN,Nelson Agholor Phi - WR,6%,0,0,0,0,0,0,7,4,42,0,0,0,0,0
Ben,6,K,Wil Lutz NO - K,0,1,0,1,0,0,0,0,1
Ben,6,DEF,Baltimore Bal - DEF,17,2,0,1,0,0,0,0,250,2
Ben,6,BN,Green Bay GB - DEF,22,3,0,0,0,0,0,0,299,1
Ben,6,D,Demario Davis NO - LB,0,0,5,1,0,0,0,1,0,0,0,0,0,0,
Ben,6,D,Whitney Mercilus Hou - LB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ben,6,D,Thomas Davis Sr. LAC - LB,0,0,5,2,1,0,0,0,0,0,0,0,0,0,
Ben,6,DB,Malcolm Jenkins Phi - S,0,0,6,2,0,0,0,1,0,0,1,0,0,0,
Ben,6,DB,Anthony Harris Min - S,0,0,4,2,0,0,0,1,0,0,0,0,0,0,
Ben,5,QB,Tom Brady NE - QB,76%,348,3,1,0,0,0,0,0,0,0,0,0,0,0
Ben,5,QB,Derek Carr Oak - QB,4%,229,0,0,3,8,0,0,0,0,0,0,0,0,1
Ben,5,WR,Michael Thomas NO - WR,99%,0,0,0,0,0,0,13,11,182,2,0,0,0,0
Ben,5,WR,Keenan Allen LAC - WR,97%,0,0,0,0,0,0,6,4,18,0,0,0,0,0
Ben,5,WR,Odell Beckham Jr. Cle - WR,96%,20,0,0,2,15,0,6,2,27,0,6,0,0,1
Ben,5,RB,Derrick Henry Ten - RB,91%,0,0,0,20,78,1,0,0,0,0,0,0,0,0
Ben,5,RB,David Johnson Ari - RB,99%,0,0,0,17,91,0,5,3,65,0,0,0,0,0
Ben,5,TE,Evan Engram NYG - TE,94%,0,0,0,2,5,0,11,6,42,0,0,0,0,0
Ben,5,W/R/T,Phillip Lindsay Den - RB,61%,0,0,0,15,114,1,4,4,33,0,0,0,0,0
Ben,5,BN,DK Metcalf Sea - WR,19%,0,0,0,0,0,0,3,2,44,1,0,0,0,0
Ben,5,BN,Hunter Renfrow Oak - WR,0%,0,0,0,0,0,0,5,1,12,0,0,0,0,0
Ben,5,BN,Rashaad Penny Sea - RB,5%,0,0,0,6,18,0,2,2,31,0,0,0,0,0
Ben,5,BN,Nelson Agholor Phi - WR,9%,0,0,0,0,0,0,3,1,20,0,7,0,0,0
Ben,5,BN,Mason Rudolph Pit - QB,3%,131,1,0,0,0,0,0,0,0,0,0,0,0,0
Ben,5,K,Wil Lutz NO - K,0,1,0,0,0,0,0,0,4
Ben,5,DEF,Baltimore Bal - DEF,23,1,0,1,1,0,0,0,269,1
Ben,5,BN,Green Bay GB - DEF,24,3,0,3,0,0,0,0,563,1
Ben,5,D,Demario Davis NO - LB,0,0,7,0,1,0,0,2,0,0,0,0,0,0,
Ben,5,D,Whitney Mercilus Hou - LB,0,0,2,2,2,0,0,0,0,0,0,0,0,0,
Ben,5,D,Thomas Davis Sr. LAC - LB,0,0,1,2,0,0,0,0,0,0,0,0,0,0,
Ben,5,DB,Malcolm Jenkins Phi - S,0,0,3,1,1,0,0,0,0,0,0,0,0,0,
Ben,5,DB,Anthony Harris Min - S,0,0,1,3,0,0,0,1,0,0,0,0,0,0,
Ben,4,QB,Tom Brady NE - QB,62%,150,0,1,3,3,0,0,0,0,0,0,0,0,0
Ben,4,QB,Derek Carr Oak - QB,6%,189,2,0,2,1,0,0,0,0,0,0,0,0,1
Ben,4,WR,Michael Thomas NO - WR,97%,0,0,0,0,0,0,9,9,95,0,0,0,0,0
Ben,4,WR,Keenan Allen LAC - WR,99%,0,0,0,0,0,0,5,5,48,0,0,0,0,0
Ben,4,WR,Odell Beckham Jr. Cle - WR,97%,0,0,0,0,0,0,7,2,20,0,0,0,0,0
Ben,4,RB,Derrick Henry Ten - RB,92%,0,0,0,27,100,0,1,1,8,0,0,0,0,0
Ben,4,RB,David Johnson Ari - RB,98%,0,0,0,11,40,0,11,8,99,0,0,0,0,0
Ben,4,TE,Evan Engram NYG - TE,96%,0,0,0,0,0,0,7,4,54,0,0,0,0,0
Ben,4,W/R/T,Phillip Lindsay Den - RB,72%,0,0,0,9,53,0,1,1,7,0,0,0,0,0
Ben,4,BN,DK Metcalf Sea - WR,25%,0,0,0,0,0,0,4,1,6,0,0,0,0,0
Ben,4,BN,Hunter Renfrow Oak - WR,0%,0,0,0,0,0,0,3,2,18,0,0,0,0,0
Ben,4,BN,Rashaad Penny Sea - RB,3%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,4,BN,Nelson Agholor Phi - WR,26%,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ben,4,BN,Mason Rudolph Pit - QB,4%,229,2,0,3,3,0,0,0,0,0,0,0,0,0
Ben,4,K,Wil Lutz NO - K,1,1,0,2,0,0,0,0,0
Ben,4,DEF,Green Bay GB - DEF,34,0,0,0,0,0,0,0,336,1
Ben,4,BN,Baltimore Bal - DEF,40,1,0,1,0,0,0,0,530,2
Ben,4,D,Demario Davis NO - LB,0,0,6,3,0,0,0,0,0,0,0,0,0,0,
Ben,4,D,Whitney Mercilus Hou - LB,0,0,1,1,0,1,0,0,0,0,1,0,0,0,
Ben,4,D,Thomas Davis Sr. LAC - LB,0,0,1,3,0,0.5,0,0,0,0,0,0,0,0,
Ben,4,DB,Malcolm Jenkins Phi - S,0,0,3,1,0,0,0,0,0,0,0,0,0,0,
Ben,4,DB,Anthony Harris Min - S,0,0,3,1,0,0,0,0,0,0,0,0,0,0,
Ben,3,QB,Tom Brady NE - QB,77%,306,2,0,2,1,0,0,0,0,0,0,0,0,0
Ben,3,QB,Derek Carr Oak - QB,6%,242,2,1,1,0,0,0,0,0,0,0,0,0,0
Ben,3,WR,Michael Thomas NO - WR,97%,0,0,0,0,0,0,7,5,54,1,0,0,0,0
Ben,3,WR,Keenan Allen LAC - WR,98%,0,0,0,1,3,0,17,13,183,2,0,0,0,0
Ben,3,WR,DK Metcalf Sea - WR,27%,0,0,0,0,0,0,6,2,67,0,0,0,0,0
Ben,3,RB,Derrick Henry Ten - RB,92%,0,0,0,17,44,1,2,1,2,0,0,0,0,0
Ben,3,RB,David Johnson Ari - RB,98%,0,0,0,11,37,0,9,6,28,1,0,0,0,0
Ben,3,TE,Evan Engram NYG - TE,93%,0,0,0,0,0,0,8,6,113,1,0,0,0,0
Ben,3,W/R/T,Marlon Mack Ind - RB,76%,0,0,0,16,74,1,3,2,14,0,0,0,0,0
Ben,3,BN,Phillip Lindsay Den - RB,41%,0,0,0,21,81,2,5,4,49,0,0,0,0,0
Ben,3,BN,Hunter Renfrow Oak - WR,0%,0,0,0,0,0,0,4,3,28,0,0,0,0,0
Ben,3,BN,Rashaad Penny Sea - RB,3%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,3,BN,Ryan Fitzpatrick Mia - QB,0%,29,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,3,BN,Nelson Agholor Phi - WR,31%,0,0,0,0,0,0,12,8,50,2,0,0,0,1
Ben,3,K,Wil Lutz NO - K,0,0,0,0,0,0,0,0,3
Ben,3,DEF,Green Bay GB - DEF,16,6,0,1,2,0,0,1,310,3
Ben,3,BN,Baltimore Bal - DEF,33,1,0,0,0,0,0,1,503,0
Ben,3,D,Demario Davis NO - LB,0,0,7,2,1,0,0,0,0,0,0,0,0,0,
Ben,3,D,Whitney Mercilus Hou - LB,0,0,5,0,2,1,0,0,0,0,1,0,0,0,
Ben,3,D,Thomas Davis Sr. LAC - LB,0,0,5,3,0,0.5,0,0,0,0,0,0,0,0,
Ben,3,DB,Malcolm Jenkins Phi - S,0,0,3,1,0,0,0,1,1,0,0,0,0,0,
Ben,3,DB,Anthony Harris Min - S,0,0,2,0,0,0,0,0,0,0,0,0,0,0,
Ben,2,QB,Tom Brady NE - QB,79%,264,2,0,2,1,1,0,0,0,0,0,0,0,0
Ben,2,QB,Derek Carr Oak - QB,10%,198,1,2,2,18,0,0,0,0,0,0,0,0,0
Ben,2,WR,Michael Thomas NO - WR,99%,0,0,0,0,0,0,13,10,89,0,0,0,0,0
Ben,2,WR,Keenan Allen LAC - WR,98%,0,0,0,0,0,0,15,8,98,0,0,0,0,0
Ben,2,WR,Antonio Brown NE - WR,80%,0,0,0,1,5,0,8,4,56,1,0,0,0,0
Ben,2,RB,Derrick Henry Ten - RB,93%,0,0,0,15,82,1,3,2,12,0,0,0,0,0
Ben,2,RB,Marlon Mack Ind - RB,84%,0,0,0,20,51,0,3,2,12,0,0,0,0,0
Ben,2,TE,Evan Engram NYG - TE,93%,0,0,0,0,0,0,8,6,48,0,0,0,0,0
Ben,2,W/R/T,David Johnson Ari - RB,95%,0,0,0,7,14,1,1,1,0,0,0,0,0,0
Ben,2,BN,DK Metcalf Sea - WR,12%,0,0,0,0,0,0,7,3,61,1,0,0,0,0
Ben,2,BN,Phillip Lindsay Den - RB,31%,0,0,0,13,36,0,7,4,30,0,0,0,0,0
Ben,2,BN,Hunter Renfrow Oak - WR,0%,0,0,0,0,0,0,8,4,30,0,0,0,0,0
Ben,2,BN,Rashaad Penny Sea - RB,5%,0,0,0,10,62,1,1,1,3,0,23,0,0,0
Ben,2,BN,Ryan Fitzpatrick Mia - QB,0%,89,0,3,1,6,0,0,0,0,0,0,0,0,0
Ben,2,K,Wil Lutz NO - K,0,0,1,1,1,0,0,0,0
Ben,2,DEF,Baltimore Bal - DEF,17,3,0,0,0,0,0,0,349,3
Ben,2,BN,Green Bay GB - DEF,16,1,0,2,2,0,1,0,421,4
Ben,2,D,J.J. Watt Hou - DE,0,0,0,2,0,0,0,0,0,0,0,1,0,0,
Ben,2,D,Demario Davis NO - LB,0,0,3,2,1,0,0,0,0,0,0,0,0,0,
Ben,2,D,Aaron Donald LAR - DT,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Ben,2,DB,Malcolm Jenkins Phi - S,0,0,2,1,0,0,0,0,0,0,1,0,0,0,
Ben,2,DB,Jamal Adams NYJ - S,0,0,5,0,1,0,0,0,0,0,0,0,0,0,
Ben,1,QB,Tom Brady NE - QB,39%,341,3,0,0,0,0,0,0,0,0,0,0,0,0
Ben,1,QB,Derek Carr Oak - QB,4%,259,1,0,2,2,0,0,0,0,0,0,0,0,0
Ben,1,WR,Michael Thomas NO - WR,100%,0,0,0,0,0,0,13,10,123,0,0,0,0,0
Ben,1,WR,Keenan Allen LAC - WR,98%,0,0,0,0,0,0,10,8,123,1,0,0,0,0
Ben,1,WR,DK Metcalf Sea - WR,3%,0,0,0,0,0,0,6,4,89,0,0,0,0,0
Ben,1,RB,David Johnson Ari - RB,99%,0,0,0,18,82,0,7,6,55,1,0,0,0,0
Ben,1,RB,Derrick Henry Ten - RB,83%,0,0,0,19,84,1,2,1,75,1,0,0,0,0
Ben,1,TE,Evan Engram NYG - TE,92%,0,0,0,0,0,0,14,11,116,1,0,0,0,0
Ben,1,W/R/T,Phillip Lindsay Den - RB,70%,0,0,0,11,43,0,6,4,23,0,0,0,0,0
Ben,1,BN,Hunter Renfrow Oak - WR,1%,0,0,0,0,0,0,3,2,13,0,0,0,0,0
Ben,1,BN,Antonio Brown NE - WR,10%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,1,BN,Marlon Mack Ind - RB,73%,0,0,0,25,174,1,0,0,0,0,0,0,1,0
Ben,1,BN,Rashaad Penny Sea - RB,11%,0,0,0,6,18,0,0,0,0,0,21,0,0,0
Ben,1,BN,Ryan Fitzpatrick Mia - QB,1%,185,1,1,1,8,0,0,0,0,0,0,0,0,0
Ben,1,BN,Will Dissly Sea - TE,1%,0,0,0,0,0,0,2,1,12,0,0,0,0,0
Ben,1,K,Wil Lutz NO - K,0,0,1,1,1,0,0,0,3
Ben,1,DEF,Baltimore Bal - DEF,10,3,0,2,1,0,0,0,200,1
Ben,1,D,J.J. Watt Hou - DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ben,1,D,Demario Davis NO - LB,0,0,4,1,0,0,0,0,0,0,0,0,0,0,
Ben,1,D,Aaron Donald LAR - DT,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Ben,1,DB,Malcolm Jenkins Phi - S,0,0,3,0,0,0,0,0,0,0,0,0,0,0,
Ben,1,DB,Jamal Adams NYJ - S,0,0,5,1,0,0,0,1,0,0,0,0,0,0,
Gavin,1,QB,Patrick Mahomes KC - QB,98%,378,3,0,1,2,0,0,0,0,0,0,0,0,0
Gavin,1,QB,Jared Goff LAR - QB,60%,186,1,1,4,0,0,0,0,0,0,0,0,0,0
Gavin,1,WR,Brandin Cooks LAR - WR,92%,0,0,0,0,0,0,6,2,39,0,0,0,0,0
Gavin,1,WR,Mike Williams LAC - WR,70%,0,0,0,0,0,0,3,2,29,0,0,0,0,0
Gavin,1,WR,Corey Davis Ten - WR,18%,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Gavin,1,RB,Joe Mixon Cin - RB,94%,0,0,0,6,10,0,3,2,7,0,0,0,0,0
Gavin,1,RB,Tarik Cohen Chi - RB,47%,0,0,0,0,0,0,10,8,49,0,36,0,0,0
Gavin,1,TE,Travis Kelce KC - TE,99%,0,0,0,0,0,0,8,3,88,0,0,0,0,0
Gavin,1,W/R/T,James White NE - RB,53%,0,0,0,4,26,0,7,5,56,0,0,0,0,0
Gavin,1,BN,Andy Dalton Cin - QB,1%,418,2,0,0,0,0,0,0,0,0,0,0,0,2
Gavin,1,BN,Delanie Walker Ten - TE,41%,0,0,0,0,0,0,6,5,55,2,0,0,0,0
Gavin,1,BN,DeSean Jackson Phi - WR,15%,0,0,0,0,0,0,9,8,154,2,0,0,0,0
Gavin,1,BN,Marquise Brown Bal - WR,3%,0,0,0,0,0,0,5,4,147,2,0,0,0,0
Gavin,1,BN,Albert Wilson Mia - WR,1%,0,0,0,1,1,0,4,2,13,0,0,0,0,0
Gavin,1,K,Jason Myers Sea - K,0,0,0,0,0,0,0,0,3
Gavin,1,DEF,Los Angeles LAC - DEF,24,2,0,0,0,0,0,0,376,1
Gavin,1,D,Darius Leonard Ind - LB,0,0,4,4,0,0,0,1,0,0,0,0,0,0,
Gavin,1,D,Blake Martinez GB - LB,0,0,5,2,1,1,0,0,0,0,0,0,0,0,
Gavin,1,D,Leighton Vander Esch Dal - LB,0,0,9,1,0,0.5,0,1,0,0,1,0,0,0,
Gavin,1,DB,Keanu Neal Atl - S,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Gavin,1,DB,Shawn Williams Cin - S,0,0,2,2,0,0,0,0,0,0,0,0,0,0,
Gavin,1,BN,"Damarious Randall Cle - S,CB",0,0,4,0,0,0,0,1,0,0,0,0,0,0
Gavin,2,QB,Patrick Mahomes KC - QB,98%,443,4,0,1,1,0,0,0,0,0,0,0,0,1
Gavin,2,QB,Jared Goff LAR - QB,56%,283,1,0,4,2,1,0,0,0,0,0,0,0,1
Gavin,2,WR,Brandin Cooks LAR - WR,87%,0,0,0,1,2,0,4,3,74,1,0,0,0,0
Gavin,2,WR,DeSean Jackson Phi - WR,50%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gavin,2,WR,Marquise Brown Bal - WR,28%,0,0,0,0,0,0,13,8,86,0,0,0,0,0
Gavin,2,RB,James White NE - RB,57%,0,0,0,3,10,0,4,3,19,1,0,0,0,0
Gavin,2,RB,Carlos Hyde Hou - RB,6%,0,0,0,20,90,0,0,0,0,0,0,0,0,0
Gavin,2,TE,Travis Kelce KC - TE,100%,0,0,0,0,0,0,9,7,107,1,0,0,0,0
Gavin,2,W/R/T,Tarik Cohen Chi - RB,35%,0,0,0,4,18,0,5,2,7,0,7,0,0,0
Gavin,2,BN,Joe Mixon Cin - RB,61%,0,0,0,11,17,0,5,3,10,0,0,0,0,0
Gavin,2,BN,Mike Williams LAC - WR,23%,0,0,0,0,0,0,5,3,83,0,0,0,0,0
Gavin,2,BN,Andy Dalton Cin - QB,6%,311,2,1,2,2,0,0,0,0,0,0,0,0,0
Gavin,2,BN,Delanie Walker Ten - TE,63%,0,0,0,0,0,0,6,4,39,0,0,0,0,0
Gavin,2,BN,John Ross III Cin - WR,24%,0,0,0,0,0,0,8,4,112,1,0,0,0,0
Gavin,2,K,Jason Myers Sea - K,0,0,0,0,0,0,0,0,4
Gavin,2,DEF,Los Angeles LAC - DEF,13,0,0,2,0,0,0,0,339,2
Gavin,2,D,Darius Leonard Ind - LB,0,0,6,4,1,1,0,0,0,0,0,0,0,0,
Gavin,2,D,Blake Martinez GB - LB,0,0,10,3,0,0,0,0,0,0,0,0,0,0,
Gavin,2,D,Leighton Vander Esch Dal - LB,0,0,3,2,0,0,0,0,0,0,0,0,0,0,
Gavin,2,DB,Richard Sherman SF - CB,0,0,2,2,0,0,0,0,0,0,0,0,0,0,
Gavin,2,DB,Tracy Walker Det - S,0,0,7,3,1,0,0,0,0,0,0,0,0,0,
Gavin,2,BN,"Damarious Randall Cle - S,CB",0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gavin,3,QB,Patrick Mahomes KC - QB,98%,374,3,0,4,9,0,0,0,0,0,0,0,0,0
Gavin,3,QB,Jared Goff LAR - QB,49%,268,2,2,4,14,0,0,0,0,0,0,0,0,1
Gavin,3,WR,Brandin Cooks LAR - WR,79%,0,0,0,1,8,0,12,8,112,0,0,0,0,0
Gavin,3,WR,Marquise Brown Bal - WR,70%,0,0,0,0,0,0,9,2,49,0,0,0,0,0
Gavin,3,WR,John Ross III Cin - WR,41%,0,0,0,0,0,0,6,2,22,0,0,0,0,1
Gavin,3,RB,Carlos Hyde Hou - RB,22%,0,0,0,10,19,1,0,0,0,0,0,0,0,0
Gavin,3,RB,Joe Mixon Cin - RB,71%,0,0,0,15,60,0,2,2,34,1,0,0,0,0
Gavin,3,TE,Travis Kelce KC - TE,100%,0,0,0,0,0,0,8,7,89,0,0,0,0,0
Gavin,3,W/R/T,Tarik Cohen Chi - RB,30%,0,0,0,4,2,0,4,2,26,0,3,0,0,0
Gavin,3,BN,James White NE - RB,15%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gavin,3,BN,DeSean Jackson Phi - WR,1%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gavin,3,BN,Mike Williams LAC - WR,42%,0,0,0,0,0,0,7,3,45,0,0,0,0,0
Gavin,3,BN,Andy Dalton Cin - QB,12%,250,1,2,1,1,1,0,0,0,0,0,0,0,0
Gavin,3,BN,Delanie Walker Ten - TE,58%,0,0,0,0,0,0,9,7,64,0,0,0,0,0
Gavin,3,K,Jason Myers Sea - K,0,0,0,0,0,0,0,0,3
Gavin,3,DEF,Tampa Bay TB - DEF,32,5,0,0,2,0,0,0,384,5
Gavin,3,D,Blake Martinez GB - LB,0,0,8,4,2,0,0,0,0,0,0,0,0,0,
Gavin,3,D,Leighton Vander Esch Dal - LB,0,0,2,4,0,0,0,1,0,0,0,0,0,0,
Gavin,3,D,Neville Hewitt NYJ - LB,0,0,4,0,1,1,0,0,0,0,0,0,0,0,
Gavin,3,DB,Richard Sherman SF - CB,0,0,1,1,0,0,0,2,0,0,0,0,0,0,
Gavin,3,DB,Tracy Walker Det - S,0,0,5,0,0,0,0,1,0,0,0,0,0,0,
Gavin,3,BN,Darius Leonard Ind - LB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gavin,4,QB,Patrick Mahomes KC - QB,99%,315,0,0,6,54,0,0,0,0,0,0,0,0,0
Gavin,4,QB,Jared Goff LAR - QB,54%,517,2,3,0,0,0,0,0,0,0,0,0,0,1
Gavin,4,WR,Brandin Cooks LAR - WR,89%,0,0,0,0,0,0,9,6,71,0,0,0,0,0
Gavin,4,WR,Marquise Brown Bal - WR,63%,0,0,0,0,0,0,7,4,22,0,0,0,0,0
Gavin,4,WR,John Ross III Cin - WR,30%,0,0,0,0,0,0,6,3,36,0,0,0,0,0
Gavin,4,RB,Carlos Hyde Hou - RB,29%,0,0,0,12,58,0,5,4,6,0,0,0,0,0
Gavin,4,RB,Joe Mixon Cin - RB,88%,0,0,0,15,62,0,5,4,1,0,0,0,0,0
Gavin,4,TE,Travis Kelce KC - TE,100%,0,0,0,0,0,0,8,7,85,0,0,0,0,0
Gavin,4,W/R/T,James White NE - RB,49%,0,0,0,1,1,0,10,8,57,0,0,0,0,0
Gavin,4,BN,DeSean Jackson Phi - WR,1%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gavin,4,BN,Mike Williams LAC - WR,10%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gavin,4,BN,Andy Dalton Cin - QB,17%,171,0,1,3,8,0,0,0,0,0,0,0,0,1
Gavin,4,BN,Delanie Walker Ten - TE,61%,0,0,0,0,0,0,2,1,4,0,0,0,0,0
Gavin,4,K,Jason Myers Sea - K,0,1,1,0,0,0,0,0,3
Gavin,4,DEF,Seattle Sea - DEF,10,4,0,1,0,1,0,0,321,2
Gavin,4,D,Blake Martinez GB - LB,0,0,10,5,0,0,0,0,0,0,0,0,0,0,
Gavin,4,D,Leighton Vander Esch Dal - LB,0,0,10,1,0,0,0,0,0,0,0,0,0,0,
Gavin,4,D,Clay Matthews LAR - LB,0,0,4,1,2,1,0,0,0,0,0,0,0,0,
Gavin,4,DB,Tracy Walker Det - S,0,0,11,1,1,0,0,0,0,0,0,0,0,0,
Gavin,4,DB,Johnathan Joseph Hou - CB,0,0,3,0,0,0,0,2,0,0,0,0,0,0,
Gavin,4,BN,Neville Hewitt NYJ - LB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gavin,4,BN,Darius Leonard Ind - LB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gavin,5,QB,Patrick Mahomes KC - QB,99%,321,1,0,3,17,0,0,0,0,0,0,0,0,0
Gavin,5,QB,Jared Goff LAR - QB,50%,395,1,1,1,1,0,0,0,0,0,0,0,0,0
Gavin,5,WR,Brandin Cooks LAR - WR,86%,0,0,0,1,27,0,3,1,29,0,0,0,0,0
Gavin,5,WR,Marquise Brown Bal - WR,49%,0,0,0,0,0,0,5,3,22,1,0,0,0,0
Gavin,5,WR,Mike Williams LAC - WR,24%,0,0,0,0,0,0,13,6,74,0,0,0,0,0
Gavin,5,RB,Carlos Hyde Hou - RB,25%,0,0,0,21,60,1,1,0,0,0,0,0,0,0
Gavin,5,RB,Joe Mixon Cin - RB,87%,0,0,0,19,93,0,1,1,16,0,0,0,0,0
Gavin,5,TE,Travis Kelce KC - TE,100%,0,0,0,0,0,0,10,4,70,0,0,0,0,0
Gavin,5,W/R/T,James White NE - RB,56%,0,0,0,6,26,0,9,6,46,0,0,0,0,0
Gavin,5,BN,DeSean Jackson Phi - WR,1%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gavin,5,BN,Andy Dalton Cin - QB,20%,262,2,0,2,5,0,0,0,0,0,0,0,0,0
Gavin,5,BN,Ronald Jones II TB - RB,19%,0,0,0,9,35,0,3,2,21,0,0,0,0,0
Gavin,5,K,Josh Lambo Jax - K,0,0,2,0,0,0,0,0,3
Gavin,5,DEF,Carolina Car - DEF,27,2,0,0,3,1,0,0,507,2
Gavin,5,D,Clay Matthews LAR - LB,0,0,4,1,1,1,0,0,0,0,0,0,0,0,
Gavin,5,D,Neville Hewitt NYJ - LB,0,0,7,4,1,0,0,0,0,0,0,0,0,0,
Gavin,5,D,Blake Martinez GB - LB,0,0,4,4,0,0,0,0,0,0,0,0,0,0,
Gavin,5,DB,Johnathan Joseph Hou - CB,0,0,5,1,0,0,0,1,0,0,0,0,0,0,
Gavin,5,DB,Kendall Fuller KC - CB,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Gavin,5,BN,Leighton Vander Esch Dal - LB,0,0,4,5,0,0,0,0,0,0,0,0,0,0
Gavin,5,BN,Tracy Walker Det - S,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gavin,5,BN,Darius Leonard Ind - LB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gavin,6,QB,Patrick Mahomes KC - QB,97%,273,3,1,1,1,0,0,0,0,0,0,0,0,1
Gavin,6,QB,Jared Goff LAR - QB,50%,78,0,0,1,0,0,0,0,0,0,0,0,0,1
Gavin,6,WR,Brandin Cooks LAR - WR,63%,0,0,0,2,14,0,3,3,18,0,0,0,0,0
Gavin,6,WR,Mike Williams LAC - WR,40%,0,0,0,0,0,0,10,5,72,0,0,0,0,0
Gavin,6,WR,Demarcus Robinson KC - WR,16%,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Gavin,6,RB,Carlos Hyde Hou - RB,40%,0,0,0,26,116,1,1,1,14,0,0,0,0,1
Gavin,6,RB,Joe Mixon Cin - RB,76%,0,0,0,8,10,0,3,2,29,0,0,0,0,0
Gavin,6,TE,Travis Kelce KC - TE,99%,0,0,0,0,0,0,6,4,58,0,0,0,0,0
Gavin,6,W/R/T,James White NE - RB,58%,0,0,0,2,1,0,9,9,46,0,0,0,0,0
Gavin,6,BN,Marquise Brown Bal - WR,14%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
