Manager,Week,Pos,,% Start,Pass Yds,Pass TD,Int,Att*,Rush Yds,Rush TD,Tgt*,Rec,Rec Yds,Rec TD,Ret Yds,Ret TD,2PT,Fum Lost
,,Pos,Kickers,Field Goals Made,,,,,Field Goals Missed,,,PAT,,,,,,
,,Pos,Kickers,0-19,20-29,30-39,40-49,50+,0-19,20-29,30-39,Made,,,,,,
,,Pos,Defense/Special Teams,,Tackles,,Turnovers,,TD,Miscellaneous,,,,,,,,
,,Pos,Defense/Special Teams,Pts vs.,Sack,Safe,Int,Fum Rec,TD,Blk Kick,4 Dwn Stops,Yds Allow*,3 And Outs,,,,,
,,Pos,Defensive Players,Return,,Tackles,,,,,Misc,,Turnovers,,,,TD,
,,Pos,Defensive Players,Yds,TD,Tack Solo,Tack Ast,TFL,Sack,Safe,Pass Def,Blk Kick,Int,Fum Force,Fum Rec,Ret Yds,TD,
Matt,7,WR,DeAndre Hopkins Hou - WR,99%,0,0,0,0,0,0,12,9,106,1,0,0,0,0
Matt,7,WR,Emmanuel Sanders SF - WR,41%,0,0,0,0,0,0,6,5,60,0,0,0,0,0
Matt,7,RB,Chris Carson Sea - RB,95%,0,0,0,21,65,0,5,3,9,0,0,0,0,0
Matt,7,RB,Royce Freeman Den - RB,27%,0,0,0,10,35,1,5,4,32,0,0,0,0,0
Matt,7,TE,T.J. Hockenson Det - TE,31%,0,0,0,0,0,0,5,3,32,0,0,0,0,0
Matt,7,W/R/T,Tevin Coleman SF - RB,68%,0,0,0,20,62,0,2,2,1,0,0,0,0,0
Matt,7,BN,Sony Michel NE - RB,75%,0,0,0,19,42,3,2,1,8,0,0,0,0,0
Matt,7,BN,Chris Godwin TB - WR,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt,7,BN,Jameis Winston TB - QB,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt,7,BN,Curtis Samuel Car - WR,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt,7,BN,Jordan Howard Phi - RB,48%,0,0,0,11,50,0,2,2,6,0,0,0,0,0
Matt,7,BN,Greg Olsen Car - TE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt,7,K,Matt Bryant Atl - K,0,0,0,0,1,0,0,0,1
Matt,7,DEF,Buffalo Buf - DEF,21,1,0,1,1,0,0,0,381,2
Matt,7,D,Jaylon Smith Dal - LB,0,0,4,3,0,0,0,1,0,0,1,0,0,0,
Matt,7,D,Jamie Collins Sr. NE - LB,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Matt,7,D,Roquan Smith Chi - LB,0,0,7,0,0,0,0,1,0,0,0,0,0,0,
Matt,7,DB,Harrison Smith Min - S,0,0,7,1,0,0,0,0,0,0,0,0,0,0,
Matt,7,DB,Justin Reid Hou - S,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Matt,8,QB,Deshaun Watson Hou - QB,96%,279,3,0,10,46,0,0,0,0,0,0,0,0,0
Matt,8,QB,Matthew Stafford Det - QB,72%,342,3,1,2,3,0,0,0,0,0,0,0,0,0
Matt,8,WR,DeAndre Hopkins Hou - WR,100%,0,0,0,0,0,0,13,11,109,0,0,0,0,0
Matt,8,WR,Chris Godwin TB - WR,91%,0,0,0,0,0,0,8,4,43,0,0,0,1,0
Matt,8,WR,Dede Westbrook Jax - WR,43%,0,0,0,0,0,0,1,0,0,0,22,0,0,0
Matt,8,RB,Chris Carson Sea - RB,95%,0,0,0,20,90,1,1,0,0,0,0,0,0,0
Matt,8,RB,Sony Michel NE - RB,82%,0,0,0,21,74,0,0,0,0,0,0,0,0,0
Matt,8,TE,Greg Olsen Car - TE,38%,0,0,0,0,0,0,2,2,13,0,0,0,0,0
Matt,8,W/R/T,Tevin Coleman SF - RB,56%,0,0,0,11,105,3,2,2,13,1,0,0,0,0
Matt,8,BN,T.J. Hockenson Det - TE,34%,0,0,0,0,0,0,1,1,21,0,0,0,0,0
Matt,8,BN,Emmanuel Sanders SF - WR,38%,0,0,0,0,0,0,5,4,25,1,0,0,0,0
Matt,8,BN,Adam Thielen Min - WR,18%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt,8,BN,Jameis Winston TB - QB,34%,301,2,2,8,53,0,0,0,0,0,0,0,1,2
Matt,8,BN,Curtis Samuel Car - WR,18%,0,0,0,0,0,0,11,4,46,0,0,0,0,0
Matt,8,K,Matt Bryant Atl - K,0,0,1,1,0,0,0,0,0
Matt,8,DEF,Indianapolis Ind - DEF,13,3,0,0,0,0,0,0,279,3
Matt,8,BN,Buffalo Buf - DEF,31,3,0,0,1,0,0,2,371,1
Matt,8,D,Jamie Collins Sr. NE - LB,0,0,12,1,1,1.5,0,0,0,0,0,0,0,0,
Matt,8,D,Roquan Smith Chi - LB,0,0,3,4,0,0,0,0,0,0,0,0,0,0,
Matt,8,D,Aaron Donald LAR - DT,0,0,3,0,3,1,0,0,0,0,0,0,0,0,
Matt,8,DB,Harrison Smith Min - S,0,0,3,0,0,0,0,0,0,0,0,0,0,0,
Matt,8,DB,Minkah Fitzpatrick Pit - S,0,0,1,1,0,0,0,2,0,2,0,0,6,0,
Matt,9,QB,Deshaun Watson Hou - QB,93%,201,2,0,7,37,0,0,0,0,0,0,0,0,0
Matt,9,QB,Matthew Stafford Det - QB,75%,406,3,1,3,6,0,0,0,0,0,0,0,0,1
Matt,9,WR,DeAndre Hopkins Hou - WR,100%,0,0,0,1,6,0,11,8,48,1,0,0,0,0
Matt,9,WR,Chris Godwin TB - WR,95%,0,0,0,1,8,0,9,7,61,0,0,0,0,0
Matt,9,WR,Adam Thielen Min - WR,84%,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Matt,9,RB,Chris Carson Sea - RB,93%,0,0,0,16,105,0,3,2,28,0,0,0,0,1
Matt,9,RB,Tevin Coleman SF - RB,82%,0,0,0,12,23,0,4,2,13,0,0,0,0,0
Matt,9,TE,Greg Olsen Car - TE,49%,0,0,0,0,0,0,6,3,40,0,0,0,0,0
Matt,9,W/R/T,Sony Michel NE - RB,66%,0,0,0,4,18,0,2,1,12,0,0,0,0,0
Matt,9,BN,Emmanuel Sanders SF - WR,68%,0,0,0,0,0,0,9,7,112,1,0,0,0,0
Matt,9,BN,T.J. Hockenson Det - TE,32%,0,0,0,0,0,0,7,3,56,0,0,0,0,0
Matt,9,BN,Dede Westbrook Jax - WR,19%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt,9,BN,Jameis Winston TB - QB,41%,335,2,0,2,8,0,0,0,0,0,0,0,0,1
Matt,9,BN,Curtis Samuel Car - WR,30%,0,0,0,1,10,0,6,3,64,1,0,0,0,0
Matt,9,K,Robbie Gould SF - K,0,0,0,0,0,0,0,0,4
Matt,9,DEF,Buffalo Buf - DEF,9,4,0,0,0,0,0,1,243,2
Matt,9,BN,Indianapolis Ind - DEF,20,1,1,1,1,0,0,1,273,1
Matt,9,D,Jamie Collins Sr. NE - LB,0,0,3,1,0,0,0,0,0,0,0,0,0,0,
Matt,9,D,Roquan Smith Chi - LB,0,0,6,4,0,0,0,0,0,0,0,0,0,0,
Matt,9,D,Tahir Whitehead Oak - LB,0,0,7,0,0,0,0,0,0,0,0,0,0,0,
Matt,9,DB,Harrison Smith Min - S,0,0,6,2,0,1,0,1,0,0,1,0,0,0,
Matt,9,DB,Eric Reid Car - S,0,0,9,2,0,1,0,0,0,0,1,0,0,0,
Matt,10,QB,Jameis Winston TB - QB,67%,358,1,2,3,40,0,0,0,0,0,0,0,0,0
Matt,10,QB,Sam Darnold NYJ - QB,11%,230,1,0,3,25,1,0,0,0,0,0,0,0,0
Matt,10,WR,Chris Godwin TB - WR,96%,0,0,0,0,0,0,12,6,74,0,0,0,0,0
Matt,10,WR,Emmanuel Sanders SF - WR,84%,0,0,0,0,0,0,4,2,24,0,0,0,0,0
Matt,10,WR,Mike Williams LAC - WR,62%,0,0,0,0,0,0,3,2,55,0,0,0,0,0
Matt,10,RB,Chris Carson Sea - RB,91%,0,0,0,25,89,1,4,3,12,0,0,0,0,0
Matt,10,RB,Tevin Coleman SF - RB,70%,0,0,0,9,40,0,4,4,32,0,0,0,0,0
Matt,10,TE,Eric Ebron Ind - TE,57%,0,0,0,0,0,0,12,5,56,0,0,0,0,0
Matt,10,W/R/T,Curtis Samuel Car - WR,37%,0,0,0,0,0,0,8,4,35,1,0,0,0,0
Matt,10,BN,Matthew Stafford Det - QB,10%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt,10,BN,Adam Thielen Min - WR,14%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt,10,BN,Sony Michel NE - RB,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt,10,BN,DeAndre Hopkins Hou - WR,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt,10,BN,Deshaun Watson Hou - QB,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt,10,K,Matt Gay TB - K,0,0,1,2,0,0,0,0,3
Matt,10,DEF,Indianapolis Ind - DEF,16,3,0,1,1,0,0,1,229,3
Matt,10,BN,Buffalo Buf - DEF,19,2,1,0,0,0,0,1,368,2
Matt,10,D,Roquan Smith Chi - LB,0,0,7,4,0,0,0,0,0,0,0,0,0,0,
Matt,10,D,Tahir Whitehead Oak - LB,0,0,8,6,1,0,0,0,0,0,0,0,0,0,
Matt,10,D,Joey Bosa LAC - DE,0,0,1,1,1,0,0,0,0,0,0,0,0,0,
Matt,10,DB,Harrison Smith Min - S,0,0,3,1,0,0,0,0,0,0,0,0,0,0,
Matt,10,DB,Eric Reid Car - S,0,0,4,4,0,0,0,0,0,0,0,0,0,0,
Matt,11,QB,Jameis Winston TB - QB,54%,313,2,4,2,23,0,0,0,0,0,0,0,0,0
Matt,11,QB,Deshaun Watson Hou - QB,80%,169,0,1,3,12,0,0,0,0,0,0,0,0,1
Matt,11,WR,Chris Godwin TB - WR,96%,0,0,0,0,0,0,6,3,47,1,0,0,0,0
Matt,11,WR,DeAndre Hopkins Hou - WR,94%,0,0,0,0,0,0,12,7,80,0,0,0,0,0
Matt,11,WR,Curtis Samuel Car - WR,46%,0,0,0,0,0,0,7,4,25,0,0,0,0,0
Matt,11,RB,Sony Michel NE - RB,45%,0,0,0,10,33,0,4,2,11,0,0,0,0,0
Matt,11,RB,Tevin Coleman SF - RB,83%,0,0,0,12,14,0,4,3,48,0,0,0,0,0
Matt,11,TE,Eric Ebron Ind - TE,55%,0,0,0,0,0,0,4,4,27,0,0,0,0,0
Matt,11,W/R/T,Emmanuel Sanders SF - WR,44%,0,0,0,0,0,0,5,3,33,0,0,0,0,0
Matt,11,BN,J.D. McKissic Det - RB,18%,0,0,0,3,13,0,4,3,40,0,0,0,0,0
Matt,11,BN,Adam Thielen Min - WR,13%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt,11,BN,Mike Williams LAC - WR,46%,0,0,0,0,0,0,5,2,76,0,0,0,0,0
Matt,11,BN,Chris Carson Sea - RB,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt,11,BN,Matthew Stafford Det - QB,4%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt,11,K,Matt Gay TB - K,0,0,0,0,1,0,0,0,2
Matt,11,DEF,Buffalo Buf - DEF,20,7,0,0,1,0,0,3,303,1
Matt,11,BN,Indianapolis Ind - DEF,13,2,0,1,0,0,0,1,308,3
Matt,11,D,Roquan Smith Chi - LB,0,0,6,5,1,0,0,1,0,1,0,0,0,0,
Matt,11,D,Tahir Whitehead Oak - LB,0,0,3,1,1,0,0,1,0,0,0,0,0,0,
Matt,11,D,Matt Milano Buf - LB,0,0,4,3,0,0.5,0,2,0,0,0,0,0,0,
Matt,11,DB,Harrison Smith Min - S,0,0,2,2,0,0,0,0,0,0,0,0,0,0,
Matt,11,DB,Eric Reid Car - S,0,0,6,2,0,0,0,0,0,0,0,0,0,0,
Matt,12,QB,Jameis Winston TB - QB,56%,313,3,2,8,38,0,0,0,0,0,0,0,0,0
Matt,12,QB,Deshaun Watson Hou - QB,85%,298,2,1,3,10,0,0,0,0,0,0,0,0,0
Matt,12,WR,Chris Godwin TB - WR,96%,0,0,0,0,0,0,8,7,184,2,0,0,0,0
Matt,12,WR,DeAndre Hopkins Hou - WR,97%,0,0,0,0,0,0,8,6,94,2,0,0,0,0
Matt,12,WR,Emmanuel Sanders SF - WR,50%,0,0,0,0,0,0,1,1,15,0,0,0,0,0
Matt,12,RB,Chris Carson Sea - RB,88%,0,0,0,8,26,0,4,4,31,0,0,0,0,0
Matt,12,RB,Jonathan Williams Ind - RB,41%,0,0,0,26,104,1,3,3,17,0,0,0,0,0
Matt,12,TE,Dallas Goedert Phi - TE,44%,0,0,0,0,0,0,8,7,32,0,0,0,0,1
Matt,12,W/R/T,Tevin Coleman SF - RB,81%,0,0,0,11,39,1,4,2,10,0,0,0,0,0
Matt,12,BN,Sony Michel NE - RB,57%,0,0,0,20,85,0,0,0,0,0,0,0,0,0
Matt,12,BN,Curtis Samuel Car - WR,32%,0,0,0,4,40,0,4,1,9,0,0,0,0,0
Matt,12,BN,Adam Thielen Min - WR,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt,12,BN,Matthew Stafford Det - QB,2%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt,12,K,Matt Gay TB - K,0,0,1,0,0,0,0,0,2
Matt,12,DEF,Buffalo Buf - DEF,3,4,0,1,0,0,0,0,134,5
Matt,12,BN,Los Angeles LAR - DEF,45,3,0,0,0,0,0,0,480,1
Matt,12,D,Roquan Smith Chi - LB,0,0,2,2,1,0,0,0,0,0,0,0,0,0,
Matt,12,D,Tahir Whitehead Oak - LB,0,0,5,0,1,0,0,0,0,0,0,0,0,0,
Matt,12,D,Matt Milano Buf - LB,0,0,5,1,1,0,0,3,0,0,0,0,0,0,
Matt,12,DB,Eric Reid Car - S,0,0,11,4,1,0,0,1,0,0,0,0,0,0,
Matt,12,DB,Ricardo Allen Atl - S,0,0,3,6,1,0,0,1,0,0,0,0,0,0,
Matt,12,BN,Harrison Smith Min - S,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt,13,QB,Jameis Winston TB - QB,54%,268,0,0,6,20,0,0,0,0,0,0,0,0,1
Matt,13,QB,Deshaun Watson Hou - QB,65%,234,3,0,4,1,0,1,1,6,1,0,0,0,0
Matt,13,WR,Chris Godwin TB - WR,95%,0,0,0,0,0,0,6,4,50,0,0,0,0,0
Matt,13,WR,DeAndre Hopkins Hou - WR,95%,6,1,0,0,0,0,8,5,64,0,0,0,0,0
Matt,13,WR,Tyler Boyd Cin - WR,68%,0,0,0,0,0,0,10,5,59,1,0,0,0,0
Matt,13,RB,Chris Carson Sea - RB,78%,0,0,0,23,102,1,2,1,7,0,0,0,0,0
Matt,13,RB,Jonathan Williams Ind - RB,64%,0,0,0,8,14,0,1,1,11,0,0,0,0,0
Matt,13,TE,Dallas Goedert Phi - TE,40%,0,0,0,0,0,0,7,6,66,0,0,0,0,0
Matt,13,W/R/T,Tevin Coleman SF - RB,51%,0,0,0,5,6,0,1,1,9,0,0,0,0,0
Matt,13,BN,Adam Thielen Min - WR,19%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt,13,BN,Emmanuel Sanders SF - WR,32%,0,0,0,0,0,0,6,4,41,0,0,0,0,0
Matt,13,BN,Sony Michel NE - RB,48%,0,0,0,10,45,0,0,0,0,0,0,0,0,0
Matt,13,BN,Matthew Stafford Det - QB,2%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt,13,BN,Rashaad Penny Sea - RB,11%,0,0,0,15,74,1,5,4,33,1,0,0,0,0
Matt,13,K,Matt Gay TB - K,0,1,1,0,0,0,0,0,2
Matt,13,DEF,Los Angeles LAR - DEF,7,6,0,1,0,1,0,2,198,4
Matt,13,BN,Buffalo Buf - DEF,15,4,0,1,1,0,1,2,426,0
Matt,13,D,Roquan Smith Chi - LB,0,0,10,6,2,2,0,0,0,0,0,0,0,0,
Matt,13,D,Matt Milano Buf - LB,0,0,4,0,0,0,0,2,0,0,0,0,0,0,
Matt,13,D,Chandler Jones Ari - LB,0,0,2,2,0,0.5,0,0,0,0,0,0,0,0,
Matt,13,DB,Eric Reid Car - S,0,0,7,2,1,1,0,0,0,0,0,0,0,0,
Matt,13,DB,Harrison Smith Min - S,0,0,6,4,0,0,0,1,0,0,0,0,0,0,
AJ,13,QB,Drew Brees NO - QB,80%,184,1,0,1,1,0,0,0,0,0,0,0,0,0
AJ,13,QB,Matt Ryan Atl - QB,52%,312,2,2,3,21,0,0,0,0,0,0,0,0,1
AJ,13,WR,Amari Cooper Dal - WR,91%,0,0,0,0,0,0,11,8,85,0,0,0,0,0
AJ,13,WR,Courtland Sutton Den - WR,62%,0,0,0,0,0,0,5,4,74,2,0,0,0,0
AJ,13,WR,Calvin Ridley Atl - WR,80%,0,0,0,0,0,0,10,8,91,0,0,0,0,0
AJ,13,RB,Le'Veon Bell NYJ - RB,96%,0,0,0,10,32,0,5,4,35,0,0,0,0,0
AJ,13,RB,Christian McCaffrey Car - RB,99%,0,0,0,14,44,0,12,7,58,0,0,0,0,0
AJ,13,TE,Hunter Henry LAC - TE,77%,0,0,0,0,0,0,3,2,10,0,0,0,0,0
AJ,13,W/R/T,Dede Westbrook Jax - WR,40%,0,0,0,0,0,0,8,5,60,1,48,0,1,0
AJ,13,BN,Marlon Mack Ind - RB,11%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJ,13,BN,Ryan Tannehill Ten - QB,16%,182,2,0,4,5,0,0,0,0,0,0,0,0,1
AJ,13,BN,Bo Scarbrough Det - RB,15%,0,0,0,21,83,0,0,0,0,0,0,0,0,0
AJ,13,BN,Randall Cobb Dal - WR,16%,0,0,0,0,0,0,3,3,53,0,0,0,0,0
AJ,13,BN,Alexander Mattison Min - RB,1%,0,0,0,4,22,0,5,4,51,0,0,0,0,0
AJ,13,K,Harrison Butker KC - K,0,0,0,0,1,0,0,0,5
AJ,13,DEF,Philadelphia Phi - DEF,37,3,0,1,0,0,0,0,409,2
AJ,13,BN,San Francisco SF - DEF,20,1,0,0,1,0,0,1,283,0
AJ,13,D,Jaylon Smith Dal - LB,0,0,6,8,0,0,0,0,0,0,0,0,0,0,
AJ,13,D,Jamie Collins Sr. NE - LB,0,0,2,1,0,0,0,0,0,0,0,0,0,0,
AJ,13,D,Bobby Wagner Sea - LB,0,0,7,3,0,0,0,1,0,0,0,0,0,0,
AJ,13,DB,Minkah Fitzpatrick Pit - S,0,0,2,1,0,0,0,1,0,0,0,0,0,0,
AJ,13,DB,Vonn Bell NO - S,0,0,5,0,0,0,0,0,0,0,0,1,5,0,
AJ,12,QB,Drew Brees NO - QB,79%,311,3,1,0,0,0,0,0,0,0,0,0,0,0
AJ,12,QB,Matt Ryan Atl - QB,79%,271,0,1,1,8,0,0,0,0,0,0,0,0,1
AJ,12,WR,Amari Cooper Dal - WR,89%,0,0,0,0,0,0,2,0,0,0,0,0,0,0
AJ,12,WR,Courtland Sutton Den - WR,72%,0,0,0,0,0,0,8,1,27,0,0,0,0,0
AJ,12,WR,Calvin Ridley Atl - WR,85%,0,0,0,1,15,0,14,6,85,1,0,0,0,0
AJ,12,RB,Le'Veon Bell NYJ - RB,96%,0,0,0,12,49,0,5,5,59,0,0,0,0,0
AJ,12,RB,Christian McCaffrey Car - RB,99%,0,0,0,22,64,1,9,9,69,1,0,0,0,0
AJ,12,TE,Ryan Griffin NYJ - TE,40%,0,0,0,0,0,0,3,3,13,1,0,0,0,0
AJ,12,W/R/T,Dede Westbrook Jax - WR,31%,0,0,0,0,0,0,9,8,69,0,5,0,0,0
AJ,12,BN,Hunter Henry LAC - TE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJ,12,BN,Marlon Mack Ind - RB,22%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJ,12,BN,Terry McLaurin Was - WR,42%,0,0,0,0,0,0,12,5,72,0,0,0,0,0
AJ,12,BN,Ryan Tannehill Ten - QB,13%,259,2,0,7,40,2,0,0,0,0,0,0,0,1
AJ,12,BN,Bo Scarbrough Det - RB,26%,0,0,0,18,98,0,1,0,0,0,0,0,0,1
AJ,12,K,Jason Myers Sea - K,0,1,0,0,0,0,0,0,2
AJ,12,BN,Harrison Butker KC - K,0,0,0,0,0,0,0,0,0
AJ,12,DEF,San Francisco SF - DEF,8,5,0,0,1,0,0,2,198,5
AJ,12,D,Jaylon Smith Dal - LB,0,0,6,2,0,0,0,1,0,0,0,0,0,0,
AJ,12,D,Jamie Collins Sr. NE - LB,0,0,5,5,0,0,0,0,0,0,1,0,0,0,
AJ,12,D,Bobby Wagner Sea - LB,0,0,4,4,0,0,0,0,0,0,0,0,0,0,
AJ,12,DB,Minkah Fitzpatrick Pit - S,0,0,1,5,0,0,0,0,0,0,0,1,36,0,
AJ,12,DB,Vonn Bell NO - S,0,0,8,1,1,0,0,1,0,0,0,0,0,0,
AJ,11,QB,Drew Brees NO - QB,77%,228,3,0,3,0,0,0,0,0,0,0,0,0,0
AJ,11,QB,Matt Ryan Atl - QB,56%,311,1,0,2,0,0,0,0,0,0,0,0,0,0
AJ,11,WR,Amari Cooper Dal - WR,96%,0,0,0,0,0,0,8,3,38,0,0,0,0,0
AJ,11,WR,Courtland Sutton Den - WR,68%,38,0,0,2,10,0,9,5,113,0,0,0,0,0
AJ,11,WR,Calvin Ridley Atl - WR,58%,0,0,0,0,0,0,8,8,143,1,0,0,0,0
AJ,11,RB,Le'Veon Bell NYJ - RB,94%,0,0,0,18,59,1,2,2,33,0,0,0,0,0
AJ,11,RB,Christian McCaffrey Car - RB,99%,0,0,0,14,70,0,14,11,121,0,0,0,0,0
AJ,11,TE,Hunter Henry LAC - TE,91%,0,0,0,0,0,0,9,6,69,0,0,0,1,0
AJ,11,W/R/T,Marlon Mack Ind - RB,90%,0,0,0,14,109,1,0,0,0,0,0,0,0,0
AJ,11,BN,Terry McLaurin Was - WR,49%,0,0,0,0,0,0,4,3,69,0,0,0,0,0
AJ,11,BN,Zach Pascal Ind - WR,13%,0,0,0,0,0,0,6,2,17,0,0,0,0,0
AJ,11,BN,Ryan Tannehill Ten - QB,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJ,11,BN,Dede Westbrook Jax - WR,30%,0,0,0,0,0,0,6,4,32,0,0,0,0,0
AJ,11,BN,Dwayne Haskins Jr. Was - QB,2%,214,2,1,4,5,0,0,0,0,0,0,0,1,0
AJ,11,K,Harrison Butker KC - K,0,0,0,1,0,0,0,0,3
AJ,11,DEF,San Francisco SF - DEF,26,4,0,0,2,1,0,0,266,3
AJ,11,D,Shaquil Barrett TB - LB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AJ,11,D,Jaylon Smith Dal - LB,0,0,8,1,1,0,0,0,0,0,0,0,0,0,
AJ,11,D,Jamie Collins Sr. NE - LB,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
AJ,11,DB,Vonn Bell NO - S,0,0,2,1,0,0.5,0,1,0,1,0,0,19,0,
AJ,11,DB,Minkah Fitzpatrick Pit - S,0,0,0,2,0,0,0,0,0,0,0,0,0,0,
AJ,11,BN,Bobby Wagner Sea - LB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJ,10,QB,Drew Brees NO - QB,82%,287,0,0,0,0,0,0,0,0,0,0,0,0,0
AJ,10,QB,Matt Ryan Atl - QB,52%,182,2,1,2,13,0,0,0,0,0,0,0,0,0
AJ,10,WR,Amari Cooper Dal - WR,95%,0,0,0,0,0,0,14,11,147,1,0,0,0,0
AJ,10,WR,Calvin Ridley Atl - WR,59%,0,0,0,1,19,0,5,3,28,0,0,0,0,0
AJ,10,WR,Zach Pascal Ind - WR,45%,0,0,0,0,0,0,7,2,26,0,0,0,0,0
AJ,10,RB,Le'Veon Bell NYJ - RB,92%,0,0,0,18,34,1,4,4,34,0,0,0,0,0
AJ,10,RB,Christian McCaffrey Car - RB,99%,0,0,0,20,108,1,7,6,33,0,0,0,0,0
AJ,10,TE,Hunter Henry LAC - TE,88%,0,0,0,0,0,0,7,4,30,1,0,0,0,0
AJ,10,W/R/T,Marlon Mack Ind - RB,92%,0,0,0,19,74,0,1,1,8,0,0,0,0,0
AJ,10,BN,Courtland Sutton Den - WR,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJ,10,BN,Ryan Tannehill Ten - QB,22%,181,2,0,3,37,0,0,0,0,0,0,0,1,1
AJ,10,BN,Terry McLaurin Was - WR,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJ,10,BN,Jaylen Samuels Pit - RB,69%,0,0,0,14,29,0,7,3,11,0,0,0,0,0
AJ,10,BN,A.J. Brown Ten - WR,19%,0,0,0,0,0,0,4,1,17,0,0,0,0,0
AJ,10,K,Harrison Butker KC - K,0,0,2,2,0,0,0,0,2
AJ,10,DEF,San Francisco SF - DEF,21,5,0,1,3,1,0,0,336,4
AJ,10,D,Bobby Wagner Sea - LB,0,0,5,6,0,0,0,1,0,0,0,0,0,0,
AJ,10,D,Shaquil Barrett TB - LB,0,0,3,0,2,1,0,0,0,0,0,0,0,0,
AJ,10,D,Jaylon Smith Dal - LB,0,0,7,6,0,0,0,0,0,0,0,0,0,0,
AJ,10,DB,Vonn Bell NO - S,0,0,5,2,0,0,0,0,0,0,0,0,0,0,
AJ,10,DB,Minkah Fitzpatrick Pit - S,0,0,3,1,0,0,0,2,0,1,0,1,57,1,
AJ,10,BN,Jamie Collins Sr. NE - LB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJ,9,QB,Ryan Tannehill Ten - QB,9%,331,1,2,4,38,1,0,0,0,0,0,0,0,0
AJ,9,QB,Ryan Fitzpatrick Mia - QB,4%,288,3,0,5,2,0,0,0,0,0,0,0,0,0
AJ,9,WR,Courtland Sutton Den - WR,64%,0,0,0,1,7,0,8,5,56,1,0,0,0,0
AJ,9,WR,Robby Anderson NYJ - WR,46%,0,0,0,0,0,0,4,2,33,0,0,0,0,0
AJ,9,WR,Amari Cooper Dal - WR,95%,0,0,0,0,0,0,7,4,80,1,0,0,0,0
AJ,9,RB,Le'Veon Bell NYJ - RB,97%,0,0,0,17,66,0,9,8,55,0,0,0,0,0
AJ,9,RB,Christian McCaffrey Car - RB,99%,0,0,0,24,146,2,3,3,20,1,0,0,0,0
AJ,9,TE,Hunter Henry LAC - TE,84%,0,0,0,0,0,0,10,7,84,0,0,0,0,0
AJ,9,W/R/T,Marlon Mack Ind - RB,87%,0,0,0,21,89,0,0,0,0,0,0,0,0,0
AJ,9,BN,Drew Brees NO - QB,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJ,9,BN,Terry McLaurin Was - WR,28%,0,0,0,0,0,0,6,4,39,0,0,0,0,0
AJ,9,BN,Calvin Ridley Atl - WR,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJ,9,BN,Matt Ryan Atl - QB,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJ,9,BN,Jaylen Samuels Pit - RB,65%,0,0,0,8,10,0,13,13,73,0,0,0,0,1
AJ,9,K,Harrison Butker KC - K,0,1,0,2,1,0,0,0,2
AJ,9,DEF,San Francisco SF - DEF,25,3,0,0,0,0,0,0,357,2
AJ,9,D,Bobby Wagner Sea - LB,0,0,6,5,1,1,0,0,0,0,0,0,0,0,
AJ,9,D,Shaquil Barrett TB - LB,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,
AJ,9,D,Jaylon Smith Dal - LB,0,0,4,8,0,0.5,0,0,0,0,0,0,0,0,
AJ,9,DB,Ronnie Harrison Jax - S,0,0,1,0,0,0,0,1,0,0,0,0,0,0,
AJ,9,DB,Justin Simmons Den - S,0,0,6,2,2,0,0,0,0,0,0,0,0,0,
