ARI,13
ATL,14
BAL,10
BUF,7
CAR,13
CHI,14
CIN,10
CLE,9
DAL,9
DEN,9
DET,6
GB,14
HOU,6
IND,14
JAX,11
KC,8
LV,6
LAR,7
LAC,8
MIA,11
MIN,7
NE,10
NO,14
NYG,9
NYJ,10
PHI,7
PIT,9
SF,9
SEA,11
TB,11
TEN,6
WAS,14
